Typ kvalifikace,Titul,1. stupeň ZŠ,2. stupeň ZŠ,SŠ,Specializace,Typ ostatní kvalifikace,Název,Vysoká škola,Fakulta,Cena,Město,SDS / semestr,P,DF,K,jednoobor,dvouobor,Odkaz na více info,Poznámka,ČJL,AJ,NJ,FJ,ŠJ,RJ,M,IKT,D,OV ,ZSV,F,CH,PŘ,Z,HV,VV,VKZ,TV,ČSP,DV,ETV,FAV,TPV,OSV,VDO,EGS,MKV,ENV,MV,ODBP,PV,ODBV,NOVÁ AKREDITACE DO 2021
Kurz CŽV,0,0,0,SŠ,0,0,Učitelství pro střední školy,Univerzita Karlova,Filozofická fakulta,16 000 Kč,Praha,4,P,0,0,1,0,https://kps.ff.cuni.cz/cs/ucitelstvi/ucitelstvi-pro-ss/ucitelstvi-pro-stredni-skoly/,"- pouze pro absolventy Mgr. oborů (na filozofických či pedagogických fakultách): Anglistika a anglofonní literatura, Česká literatura a literární vědy, Český jazyk a teorie komunikace, Filozofie a religionistika, Germánská studia, Historie, Hudební věda, Románská studia, Řecká a latinská studia, Pedagogika, Psychologie, Sociologie
- obsahuje výcvikovou část i praktickou část formou odborných praxí doplněnou samostudiem důležitých poznatků",ČJL,AJ,NJ,FJ,ŠJ,0,0,0,D,OV ,ZSV,0,0,0,0,0,0,VKZ,0,ČSP,0,ETV,0,0,0,0,0,0,0,MV,0,0,0,ANO
Ostatní kvalifikace,0,0,0,SŠ,0,studium pedagogiky,Studium pedagogiky,Mendelova univerzita v Brně,Institut celoživotního vzdělávání,13 900 Kč,Brno,3,0,0,K,1,0,https://icv.mendelu.cz/32509n-studium-pedagogiky,"se zaměřením na výuku zemědělských (vč. lesnických, zahradnických, ekologických, potravinářských, dřevařských), technických (vč. mechanizačních, informatických), ekonomických (vč. obchodu a služeb, administrativy, podnikání) a zdravotnických (vč. veterinárních) oborů.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODBP,PV,ODBV,
Kurz CŽV,0,0,0,SŠ,0,0,Učitel odborného výcviku a učitel praktického vyučování,Univerzita Hradec Králové,Pedagogická fakulta,15 000 Kč,Hradec Králové,2,0,0,K,1,0,https://czv.uhk.cz/dps/uov_upv.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PV,ODBV,
Kurz CŽV,0,0,0,SŠ,0,0,Učitelství odborných předmětů střední školy,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Pedagogická fakulta,19 500 Kč,Ústí nad Labem,3,0,0,K,1,0,https://www.pf.ujep.cz/cs/2780/studium-v-oblasti-pedagogickych-ved-ucitelstvi-odbornych-predmetu-stredni-skoly-e-prihlaska-spv-u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODBP,0,0,
Ostatní kvalifikace,0,1. stupeň ZŠ,2. stupeň ZŠ,SŠ,0,jazyková zkouška min. C1 SERR pro jazyky,Jazyková zkouška Cambridge CAE,Jazyková škola - EVROPSKÉ VZDĚLÁVACÍ CENTRUM ,0 Kč,4 550 Kč,Hradec Králové,0,0,0,K,1,0,https://www.cambridge-zkousky.cz/jazykova-zkouska-cambridge-cae-anglicky-jazyk-anglictina.html,0,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ostatní kvalifikace,0,1. stupeň ZŠ,2. stupeň ZŠ,SŠ,0,doplňující didaktické studium příslušného jazyka,Doplňující didaktické studium anglického jazyka,České vysoké učení technické v Praze,Masarykův ústav vyšších studií,5 950 Kč,Praha,1,0,0,K,1,0,http://www.muvs.cvut.cz/zajemci-o-studium/jazykove-vzdelavani/doplnujici-didakticke-studium/,0,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ostatní kvalifikace,0,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Matematika – učitelství pro 2. stupeň ZŠ,Univerzita Palackého v Olomouci,Pedagogická fakulta,28 310 Kč,Olomouc,4,0,0,K,1,0,https://ccv.upol.cz/studijni-programy-czv-detail/22/matematika---uitelstv-pro-2.-stupe-z,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ostatní kvalifikace,0,1. stupeň ZŠ,0,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Učitelství pro 1. stupeň ZŠ,Univerzita Palackého v Olomouci,Pedagogická fakulta,42 370 Kč,Olomouc,6,0,0,K,1,0,https://ccv.upol.cz/studijni-programy-czv-detail/24/uitelstv-pro-1.-stupe-z,0,ČJL,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ostatní kvalifikace,0,0,0,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Dějepis – učitelství pro SŠ,Univerzita Palackého v Olomouci,Pedagogická fakulta,18 340 Kč,Olomouc,2,0,0,K,1,0,https://ccv.upol.cz/studijni-programy-czv-detail/16/djepis---uitelstv-pro-s,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Anglický jazyk a literatura se zaměřením na vzdělávání,Univerzita Karlova,Filozofická fakulta,0 Kč,Praha,6,P,0,0,1,0,https://is.cuni.cz/studium/prijimacky/index.php?do=detail_obor&id_obor=24688,Filologie,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Anglický jazyk se zaměřením na vzdělávání,Univerzita Hradec Králové,Pedagogická fakulta,0 Kč,Hradec Králové,6,P,0,0,0,1,https://www.uhk.cz/cs/pedagogicka-fakulta/prijimaci-zkousky/studijni-programy/anglicky-jazyk-se-zamerenim-na-vzdelavani-maior,Filologie,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Anglický jazyk se zaměřením na vzdělávání,Univerzita Karlova,Pedagogická fakulta,0 Kč,Praha,6,P,0,0,0,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11410&fst=&druh=B&stupr=B0114A090013&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+10+polo%C5%BEek,Filologie,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Biologie a environmentální výchova pro vzdělávání,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,6,P,0,0,0,1,https://studium.upol.cz/Catalog/StudyPrograms?type=Bachelor#year=2021&maior=5423,"Biologie, ekologie a životní prostředí",0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Biologie pro vzdělávání,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,6,P,0,0,0,1,https://studium.upol.cz/Catalog/StudyPrograms?type=Bachelor#year=2021&maior=5421,"Biologie, ekologie a životní prostředí",0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Biologie se zaměřením na vzdělávání,Masarykova univerzita,Přírodovědecká fakulta,0 Kč,Brno,6,P,0,0,0,1,https://is.muni.cz/program/23613/biologie-se-zamerenim-na-vzdelavani,"Biologie, ekologie a životní prostředí",0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Biologie se zaměřením na vzdělávání,Univerzita Hradec Králové,Přírodovědecká fakulta,0 Kč,Hradec Králové,6,P,0,0,0,1,https://www.uhk.cz/cs/prirodovedecka-fakulta/prijimaci-zkousky/studijni-programy/biologie-se-zam.-na-vzd.-maior,"Biologie, ekologie a životní prostředí",0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Biologie se zaměřením na vzdělávání,Univerzita Karlova,Přírodovědecká fakulta,0 Kč,Praha,6,P,0,0,1,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11310&fst=&druh=B&stupr=B0114A030005&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+6+polo%C5%BEek,"Biologie, ekologie a životní prostředí",0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,"Biologie, geologie a environmentalistika se zaměřením na vzdělávání",Univerzita Karlova,Pedagogická fakulta,0 Kč,Praha,6,P,0,K,0,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11410&fst=&druh=B&stupr=B0114A030006&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+7+polo%C5%BEek,"Biologie, ekologie a životní prostředí",0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Český jazyk a literatura se zaměřením na vzdělávání,Univerzita Hradec Králové,Pedagogická fakulta,0 Kč,Hradec Králové,6,P,0,0,0,1,https://www.uhk.cz/cs/pedagogicka-fakulta/prijimaci-zkousky/studijni-programy/cesky-jazyk-a-literatura-se-zamerenim-na-vzdelavani-maior,Filologie,ČJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Český jazyk a literatura se zaměřením na vzdělávání,Univerzita Karlova,Filozofická fakulta,0 Kč,Praha,6,P,0,0,1,0,https://is.cuni.cz/studium/prijimacky/index.php?do=detail_obor&id_obor=24689,Filologie,ČJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Český jazyk se zaměřením na vzdělávání,Univerzita Karlova,Pedagogická fakulta,0 Kč,Praha,6,P,0,0,0,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11410&fst=&druh=B&stupr=B0114A090014&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+9+polo%C5%BEek,Filologie,ČJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Dějepis se zaměřením na vzdělávání,Univerzita Karlova,Pedagogická fakulta,0 Kč,Praha,6,P,0,0,0,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11410&fst=&druh=B&stupr=B0114A120003&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+9+polo%C5%BEek,Historické vědy,0,0,0,0,0,0,0,0,D,OV,ZSV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Deskriptivní geometrie pro vzdělávání,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,6,P,0,K,0,1,prezenční i kombinovaná,Matematika,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Deskriptivní geometrie se zaměřením na vzdělávání,Univerzita Karlova,Matematicko-fyzikální fakulta,0 Kč,Praha,6,P,0,0,0,1,https://is.cuni.cz/studium/prijimacky/index.php?do=detail_obor&id_obor=24035,Matematika,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Francouzský jazyk a literatura se zaměřením na vzdělávání,Univerzita Karlova,Filozofická fakulta,0 Kč,Praha,6,P,0,0,1,0,https://is.cuni.cz/studium/prijimacky/index.php?do=detail_obor&id_obor=24690,Filologie,0,0,0,FJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Francouzský jazyk se zaměřením na vzdělávání,Univerzita Hradec Králové,Pedagogická fakulta,0 Kč,Hradec Králové,6,P,0,0,0,1,https://www.uhk.cz/cs/pedagogicka-fakulta/prijimaci-zkousky/studijni-programy/francouzsky-jazyk-se-zamerenim-na-vzdelavani-minor,Filologie,0,0,0,FJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Francouzský jazyk se zaměřením na vzdělávání,Univerzita Karlova,Pedagogická fakulta,0 Kč,Praha,6,P,0,0,0,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11410&fst=&druh=B&stupr=B0114A090015&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+6+polo%C5%BEek,Filologie,0,0,0,FJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Fyzika pro vzdělávání,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,6,P,0,0,0,1,https://studium.upol.cz/Catalog/StudyPrograms?type=Bachelor#year=2021&maior=5425,Fyzika,0,0,0,0,0,0,M,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Fyzika se zaměřením na vzdělávání,Masarykova univerzita,Přírodovědecká fakulta,0 Kč,Brno,6,P,0,0,0,1,https://is.muni.cz/program/23630/fyzika-se-zamerenim-na-vzdelavani,Fyzika,0,0,0,0,0,0,M,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Fyzika se zaměřením na vzdělávání,Univerzita Hradec Králové,Přírodovědecká fakulta,0 Kč,Hradec Králové,6,P,0,0,0,1,https://www.uhk.cz/cs/prirodovedecka-fakulta/prijimaci-zkousky/studijni-programy/fyzika-se-zam.-na-vzd.-maior,Fyzika,0,0,0,0,0,0,M,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Fyzika se zaměřením na vzdělávání,Univerzita Karlova,Matematicko-fyzikální fakulta,0 Kč,Praha,6,P,0,0,0,1,https://is.cuni.cz/studium/prijimacky/index.php?do=detail_obor&id_obor=24029,Fyzika,0,0,0,0,0,0,M,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Geografie pro vzdělávání,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,6,P,0,K,0,1,prezenční i kombinované,Vědy o Zemi,0,0,0,0,0,0,0,0,0,0,0,0,0,PŘ,Z,0,0,0,0,ČSP,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Geografie se zaměřením na vzdělávání,Univerzita Karlova,Přírodovědecká fakulta,0 Kč,Praha,6,P,0,0,1,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11310&fst=&druh=B&stupr=B0114A330001&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+4+polo%C5%BEky,Vědy o Zemi,0,0,0,0,0,0,0,0,0,0,0,0,0,PŘ,Z,0,0,0,0,ČSP,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Geologie a ochrana životního prostředí pro vzdělávání,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,6,P,0,0,0,1,https://studium.upol.cz/Catalog/StudyPrograms?type=Bachelor#year=2021&maior=5438,Vědy o Zemi,0,0,0,0,0,0,0,0,0,0,0,0,0,PŘ,Z,0,0,0,0,ČSP,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Geologie se zaměřením na vzdělávání,Univerzita Karlova,Přírodovědecká fakulta,0 Kč,Praha,6,P,0,0,0,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11310&fst=&druh=B&stupr=B0114A330004&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+2+polo%C5%BEky,Vědy o Zemi,0,0,0,0,0,0,0,0,0,0,0,0,0,PŘ,Z,0,0,0,0,ČSP,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Historie se zaměřením na vzdělávání,Univerzita Hradec Králové,Filozofická fakulta,0 Kč,Hradec Králové,6,P,0,0,0,1,https://www.uhk.cz/cs/filozoficka-fakulta/prijimaci-zkousky/studijni-programy/historie-se-zamerenim-na-vzdelavani-minor,Historické vědy,0,0,0,0,0,0,0,0,D,OV,ZSV,0,0,0,0,0,0,0,0,ČSP,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Historie se zaměřením na vzdělávání,Univerzita Karlova,Filozofická fakulta,0 Kč,Praha,6,P,0,0,1,0,https://is.cuni.cz/studium/prijimacky/index.php?do=detail_obor&id_obor=24691,Historické vědy,0,0,0,0,0,0,0,0,D,OV,ZSV,0,0,0,0,0,0,0,0,ČSP,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Hudební výchova se zaměřením na vzdělávání,Univerzita Karlova,Pedagogická fakulta,0 Kč,Praha,6,P,0,0,0,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11410&fst=&druh=B&stupr=B0114A320001&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+6+polo%C5%BEek,Vědy o umění a kultuře,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Chemie pro vzdělávání,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,6,P,0,0,0,1,https://studium.upol.cz/Catalog/StudyPrograms?type=Bachelor#year=2021&maior=5429,Chemie,0,0,0,0,0,0,M,0,0,0,0,F,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Chemie se zaměřením na vzdělávání,Masarykova univerzita,Přírodovědecká fakulta,0 Kč,Brno,6,P,0,0,0,1,https://is.muni.cz/program/23986/chemie-se-zamerenim-na-vzdelavani,Chemie,0,0,0,0,0,0,M,0,0,0,0,F,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Chemie se zaměřením na vzdělávání,Univerzita Hradec Králové,Přírodovědecká fakulta,0 Kč,Hradec Králové,6,P,0,0,0,1,https://www.uhk.cz/cs/prirodovedecka-fakulta/prijimaci-zkousky/studijni-programy/chemie-se-zam.-na-vzd.-maior,Chemie,0,0,0,0,0,0,M,0,0,0,0,F,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Chemie se zaměřením na vzdělávání,Univerzita Karlova,Pedagogická fakulta,0 Kč,Praha,6,P,0,K,0,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11410&fst=&druh=B&stupr=B0114A130005&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+9+polo%C5%BEek,Chemie,0,0,0,0,0,0,M,0,0,0,0,F,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Chemie se zaměřením na vzdělávání,Univerzita Karlova,Přírodovědecká fakulta,0 Kč,Praha,6,P,0,0,1,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11310&fst=&druh=B&stupr=B0114A130003&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+5+polo%C5%BEek,Chemie,0,0,0,0,0,0,M,0,0,0,0,F,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Informační technologie se zaměřením na vzdělávání,Univerzita Karlova,Pedagogická fakulta,0 Kč,Praha,6,P,0,K,1,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11410&fst=&druh=B&stupr=B0114A140004&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+10+polo%C5%BEek,Informatika,0,0,0,0,0,0,M,IKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Informatika pro vzdělávání,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,6,P,0,0,0,1,https://studium.upol.cz/Catalog/StudyPrograms?type=Bachelor#year=2021&maior=5427,Informatika,0,0,0,0,0,0,M,IKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Informatika se zaměřením na vzdělávání,Univerzita Hradec Králové,Přírodovědecká fakulta,0 Kč,Hradec Králové,6,P,0,0,0,1,https://www.uhk.cz/cs/prirodovedecka-fakulta/prijimaci-zkousky/studijni-programy/informatika-se-zam.-na-vzd.-maior,Informatika,0,0,0,0,0,0,M,IKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Informatika se zaměřením na vzdělávání,Univerzita Karlova,Matematicko-fyzikální fakulta,0 Kč,Praha,6,P,0,0,0,1,https://is.cuni.cz/studium/prijimacky/index.php?do=detail_obor&id_obor=24037,Informatika,0,0,0,0,0,0,M,IKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Matematika pro vzdělávání,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,6,P,0,K,0,1,prezenční i kombinované,Matematika,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Matematika se zaměřením na vzdělávání,Masarykova univerzita,Přírodovědecká fakulta,0 Kč,Brno,6,P,0,0,0,1,https://is.muni.cz/program/23651/matematika-se-zamerenim-na-vzdelavani,Matematika,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Matematika se zaměřením na vzdělávání,Univerzita Hradec Králové,Přírodovědecká fakulta,0 Kč,Hradec Králové,6,P,0,0,0,1,https://www.uhk.cz/cs/prirodovedecka-fakulta/prijimaci-zkousky/studijni-programy/matematika-se-zam.-na-vzd.-maior,Matematika,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Matematika se zaměřením na vzdělávání,Univerzita Karlova,Matematicko-fyzikální fakulta,0 Kč,Praha,6,P,0,0,0,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11320&fst=&druh=B&stupr=B0114A170004&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+6+polo%C5%BEek,Matematika,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Matematika se zaměřením na vzdělávání,Univerzita Karlova,Pedagogická fakulta,0 Kč,Praha,6,P,0,K,1,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11410&fst=&druh=B&stupr=B0114A170007&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+14+polo%C5%BEek,Matematika,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Náboženství a základy společenských věd se zaměřením na vzdělávání,Univerzita Karlova,Husitská teologická fakulta,0 Kč,Praha,6,P,0,0,1,0,https://is.cuni.cz/studium/prijimacky/index.php?do=detail_obor&id_obor=24763,"Filozofie, religionistika a teologie",0,0,0,0,0,0,0,0,0,OV,ZSV,0,0,0,0,0,0,0,0,0,0,ETV,0,0,0,VDO,EGS,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Německý jazyk a literatura se zaměřením na vzdělávání,Univerzita Karlova,Filozofická fakulta,0 Kč,Praha,6,P,0,0,1,0,https://is.cuni.cz/studium/prijimacky/index.php?do=detail_obor&id_obor=24693,Filologie,0,0,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
