Typ kvalifikace,Titul,1. stupeň ZŠ,2. stupeň ZŠ,SŠ,Specializace,Typ ostatní kvalifikace,Název,Vysoká škola,Fakulta,Cena,Město,SDS / semestr,P,DF,K,jednoobor,dvouobor,Odkaz na více info,Poznámka,ČJL,AJ,NJ,FJ,ŠJ,RJ,M,IKT,D,OV ,ZSV,F,CH,PŘ,Z,HV,VV,VKZ,TV,ČSP,DV,ETV,FAV,TPV,OSV,VDO,EGS,MKV,ENV,MV,ODBP,PV,ODBV,NOVÁ AKREDITACE DO 2021
Ostatní kvalifikace,,0,0,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Český jazyk pro střední školy (způsobilost k výuce na jiném druhu školy),Univerzita Hradec Králové,Pedagogická fakulta,28 300 Kč,Hradec Králové,6,0,0,K,1,0,https://www.uhk.cz/file/edee/pedagogicka-fakulta/studium/celozivotni-vzdelavani/programy-czv/programy-dvpp/studium-ke-splneni-kvalifikacnich-predpokladu/studium-k-rozsireni-odborne-kvalifikace/crd-cj3.pdf,,ČJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,0,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Francouzský jazyk pro střední školy (způsobilost k výuce na jiném druhu školy),Univerzita Hradec Králové,Pedagogická fakulta,20 500 Kč,Hradec Králové,5,0,0,K,1,0,https://www.uhk.cz/file/edee/pedagogicka-fakulta/studium/celozivotni-vzdelavani/programy-czv/programy-dvpp/studium-ke-splneni-kvalifikacnich-predpokladu/studium-k-rozsireni-odborne-kvalifikace/crd-fj3.pdf,,0,0,0,FJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,0,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Německý jazyk pro střední školy (způsobilost k výuce na jiném druhu školy),Univerzita Hradec Králové,Pedagogická fakulta,16 000 Kč,Hradec Králové,3,0,0,K,1,0,https://www.uhk.cz/file/edee/pedagogicka-fakulta/studium/celozivotni-vzdelavani/programy-czv/programy-dvpp/studium-ke-splneni-kvalifikacnich-predpokladu/studium-k-rozsireni-odborne-kvalifikace/crd-nj3.pdf,,0,,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,0,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Ruský jazyk pro střední školy (způsobilost k výuce na jiném druhu školy),Univerzita Hradec Králové,Pedagogická fakulta,21 450 Kč,Hradec Králové,6,0,0,K,1,0,https://www.uhk.cz/file/edee/pedagogicka-fakulta/studium/celozivotni-vzdelavani/programy-czv/programy-dvpp/studium-ke-splneni-kvalifikacnich-predpokladu/studium-k-rozsireni-odborne-kvalifikace/crd-rj3.pdf,,0,0,0,0,0,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Anglický jazyk pro 2. stupeň základních škol (způsobilost k výuce dalšího předmětu),Univerzita Hradec Králové,Pedagogická fakulta,30 000 Kč,Hradec Králové,5,0,0,K,1,0,https://www.uhk.cz/file/edee/pedagogicka-fakulta/studium/celozivotni-vzdelavani/programy-czv/programy-dvpp/studium-ke-splneni-kvalifikacnich-predpokladu/studium-k-rozsireni-odborne-kvalifikace/crp-aj2.pdf,,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,0,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Anglický jazyk pro střední školy (způsobilost k výuce dalšího předmětu),Univerzita Hradec Králové,Pedagogická fakulta,30 000 Kč,Hradec Králové,5,0,0,K,1,0,https://www.uhk.cz/file/edee/pedagogicka-fakulta/studium/celozivotni-vzdelavani/programy-czv/programy-dvpp/studium-ke-splneni-kvalifikacnich-predpokladu/studium-k-rozsireni-odborne-kvalifikace/crp-aj3.pdf,,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Český jazyk pro 2. stupeň základních škol (způsobilost k výuce dalšího předmětu),Univerzita Hradec Králové,Pedagogická fakulta,30 000 Kč,Hradec Králové,6,0,0,K,1,0,https://www.uhk.cz/file/edee/pedagogicka-fakulta/studium/celozivotni-vzdelavani/programy-czv/programy-dvpp/studium-ke-splneni-kvalifikacnich-predpokladu/studium-k-rozsireni-odborne-kvalifikace/crp-cj2.pdf,,ČJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,0,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Český jazyk pro střední školy (způsobilost k výuce dalšího předmětu),Univerzita Hradec Králové,Pedagogická fakulta,31 900 Kč,Hradec Králové,6,0,0,K,1,0,https://www.uhk.cz/file/edee/pedagogicka-fakulta/studium/celozivotni-vzdelavani/programy-czv/programy-dvpp/studium-ke-splneni-kvalifikacnich-predpokladu/studium-k-rozsireni-odborne-kvalifikace/crp-cj3.pdf,,ČJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Etická výchova pro 2. stupeň základních škol (způsobilost k výuce dalšího předmětu),Univerzita Hradec Králové,Pedagogická fakulta,22 000 Kč,Hradec Králové,4,0,0,K,1,0,https://www.uhk.cz/file/edee/pedagogicka-fakulta/studium/celozivotni-vzdelavani/programy-czv/programy-dvpp/studium-ke-splneni-kvalifikacnich-predpokladu/studium-k-rozsireni-odborne-kvalifikace/crp-ev2.pdf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ETV,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,0,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Francouzský jazyk pro střední školy (způsobilost k výuce dalšího předmětu),Univerzita Hradec Králové,Pedagogická fakulta,23 000 Kč,Hradec Králové,5,0,0,K,1,0,https://www.uhk.cz/file/edee/pedagogicka-fakulta/studium/celozivotni-vzdelavani/programy-czv/programy-dvpp/studium-ke-splneni-kvalifikacnich-predpokladu/studium-k-rozsireni-odborne-kvalifikace/crp-fj3.pdf,,0,0,0,FJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,0,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Ruský jazyk pro střední školy (způsobilost k výuce dalšího předmětu),Univerzita Hradec Králové,Pedagogická fakulta,21 450 Kč,Hradec Králové,6,0,0,K,1,0,https://www.uhk.cz/file/edee/pedagogicka-fakulta/studium/celozivotni-vzdelavani/programy-czv/programy-dvpp/studium-ke-splneni-kvalifikacnich-predpokladu/studium-k-rozsireni-odborne-kvalifikace/crp-rj3.pdf,,0,0,0,0,0,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Zeměpis pro 2. stupeň základních škol (způsobilost k výuce dalšího předmětu),Univerzita Hradec Králové,Pedagogická fakulta,24 000 Kč,Hradec Králové,6,0,0,K,1,0,https://www.uhk.cz/file/edee/pedagogicka-fakulta/studium/celozivotni-vzdelavani/programy-czv/programy-dvpp/studium-ke-splneni-kvalifikacnich-predpokladu/studium-k-rozsireni-odborne-kvalifikace/crp-ze.pdf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurz CŽV,,0,2. stupeň ZŠ,SŠ,0,0,Doplňující pedagogické studium pro přípravu učitelů 2. stupně ZŠ a SŠ v oblasti všeobecně-vzdělávacích a odborných předmětů,Univerzita Hradec Králové,Pedagogická fakulta,24 000 Kč,Hradec Králové,3,0,0,K,1,1,https://www.uhk.cz/file/edee/pedagogicka-fakulta/studium/celozivotni-vzdelavani/programy-czv/programy-dvpp/studium-ke-splneni-kvalifikacnich-predpokladu/studium-v-oblasti-pedagogickych-ved/cpv-dps.pdf,,ČJL,AJ,NJ,FJ,0,RJ,M,IKT,D,OV,ZSV,F,CH,PŘ,Z,HV,VV,VKZ,TV,0,0,0,0,0,0,0,0,0,0,0,ODBP,0,0,0
Kurz CŽV,,0,2. stupeň ZŠ,SŠ,0,0,Učitel odborného výcviku a učitel praktického vyučování,Univerzita Hradec Králové,Pedagogická fakulta,15 000 Kč,Hradec Králové,2,0,0,K,1,1,https://www.uhk.cz/file/edee/pedagogicka-fakulta/studium/celozivotni-vzdelavani/programy-czv/programy-dvpp/studium-ke-splneni-kvalifikacnich-predpokladu/studium-v-oblasti-pedagogickych-ved/cpv-uov.pdf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODBV,0
Kurz CŽV,,0,2. stupeň ZŠ,SŠ,0,0,Doplňkové pedagogické studium,Univerzita Pardubice,Fakulta filozofická,15 500 Kč,Pardubice,4,0,0,K,,,https://ff.upce.cz/ff/kvv/doplnkovestudium.html,,ČJL,0,0,0,0,0,0,0,D,OV,ZSV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VDO,EGS,MKV,0,MV,0,0,0,0
Kurz CŽV,,0,0,SŠ,0,0,Studium učitelství odborných předmětů (doplňující pedagogické studium pro studenty ČZU),Česká zemědělská univerzita v Praze,Institut vzdělávání a poradenství,14 120 Kč,Praha,4,0,0,K,1,0,https://www.ivp.czu.cz/cs/r-6930-studium/r-7469-studijni-programy/r-8776-programy-celozivotniho-vzdelavani/r-8787-studium-ucitelstvi-odbornych-predmetu-doplnujici-pedagogicke-studium-pro-studenty-czu,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODBP,0,0,0
Ostatní kvalifikace,,0,0,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Studium v oblasti pedagogických věd zaměřené na přípravu učitelů středních škol,Masarykova univerzita,Filozofická fakulta,28 200 Kč,Brno,4,P,0,0,1,1,https://is.muni.cz/prihlaska/info?beh=1751;f=1421;obor=26356,"Celková cena za studium zaměřené na jeden aprobační předmět je 28.200 Kč. Za každý další aprobační předmět se cena navyšuje o 13.200 Kč. Dále můžete učit Latinský jazyk, Dějiny umění a Estetickou výchovu.",ČJ,AJ,NJ,FJ,ŠJ,RJ,0,0,D,OV,ZSV,0,0,0,0,HV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurz CŽV,,0,0,SŠ,0,0,"Studium pedagogiky pro učitele odborných předmětů, praktického vyučování a odborného výcviku se zaměřením na oblasti informačních služeb a informatiky",Masarykova univerzita,Filozofická fakulta,12 600 Kč,Brno,2,0,0,K,1,0,https://kisk.phil.muni.cz/uchazeci/celozivotni-vzdelavani,,0,0,0,0,0,0,0,IKT,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODBP,PV,ODBV,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Studium v oblasti pedagogických věd zaměřené na přípravu učitelů 2. stupně ZŠ a SŠ,Masarykova univerzita,Pedagogická fakulta,27 000 Kč,Brno,3,0,0,K,1,1,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/studium-v-oblasti-pedagogickych-ved-zamerene-na-pripravu-ucitelu-2-stupne-zs-a-ss,,ČJL,AJ,NJ,FJ,0,RJ,M,0,D,OV,ZSV,F,CH,PŘ,Z,HV,VV,VKZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství odborných předmětů pro střední školy,Masarykova univerzita,Pedagogická fakulta,0 Kč,Brno,4,P,0,K,1,0,https://www.muni.cz/uchazeci/navazujici-magisterske-studium/vyberte-si-obor/22292-ucitelstvi-odbornych-predmetu-pro-stredni-skoly,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODBP,0,0,0
Ostatní kvalifikace,,0,0,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Rozšiřující studium učitelství biologie pro střední školy,Masarykova univerzita,Přírodovědecká fakulta,20 000 Kč,Brno,4,P,0,0,1,0,https://www.sci.muni.cz/pro-uchazece/celozivotni-vzdelavani/rozsirujici-studium-ucitelstvi,,0,0,0,0,0,0,0,0,0,0,0,0,0,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,0,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Rozšiřující studium učitelství fyziky pro střední školy,Masarykova univerzita,Přírodovědecká fakulta,20 000 Kč,Brno,4,P,0,0,1,0,https://www.sci.muni.cz/pro-uchazece/celozivotni-vzdelavani/rozsirujici-studium-ucitelstvi,,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,0,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Rozšiřující studium učitelství chemie pro střední školy,Masarykova univerzita,Přírodovědecká fakulta,20 000 Kč,Brno,4,P,0,0,1,0,https://www.sci.muni.cz/pro-uchazece/celozivotni-vzdelavani/rozsirujici-studium-ucitelstvi,,0,0,0,0,0,0,0,0,0,0,0,0,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,0,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Rozšiřující studium učitelství matematiky pro střední školy,Masarykova univerzita,Přírodovědecká fakulta,20 000 Kč,Brno,4,P,0,0,1,0,https://www.sci.muni.cz/pro-uchazece/celozivotni-vzdelavani/rozsirujici-studium-ucitelstvi,,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Rozšiřující studium geografie - rozšíření o další předmět,Ostravská univerzita,Přírodovědecká fakulta,36 000 Kč,Ostrava,4,0,0,K,1,0,https://www.osu.cz/celozivotni-vzdelavani/?idkurz=355,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Rozšiřující studium biologie - rozšíření na jiný druh nebo stupeň školy,Ostravská univerzita,Přírodovědecká fakulta,15 000 Kč,Ostrava,3,0,0,K,1,0,https://www.osu.cz/celozivotni-vzdelavani/?idkurz=352,,0,0,0,0,0,0,0,0,0,0,0,0,0,PŘ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Rozšiřující studium biologie - rozšíření o další předmět,Ostravská univerzita,Přírodovědecká fakulta,30 000 Kč,Ostrava,6,0,0,K,1,0,https://www.osu.cz/celozivotni-vzdelavani/?idkurz=353,,0,0,0,0,0,0,0,0,0,0,0,0,0,PŘ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Rozšiřující studium fyziky pro 2. stupeň ZŠ a SŠ,Ostravská univerzita,Přírodovědecká fakulta,54 000 Kč,Ostrava,6,0,0,K,1,0,https://www.osu.cz/celozivotni-vzdelavani/?idkurz=536,,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Rozšiřující studium geografie - rozšíření na jiný druh nebo stupeň školy,Ostravská univerzita,Přírodovědecká fakulta,15 000 Kč,Ostrava,2,0,0,K,1,0,https://www.osu.cz/celozivotni-vzdelavani/?idkurz=354,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Rozšiřující studium chemie - rozšíření na jiný druh nebo stupeň školy,Ostravská univerzita,Přírodovědecká fakulta,15 000 Kč,Ostrava,3,0,0,K,1,0,https://www.osu.cz/celozivotni-vzdelavani/?idkurz=357,,0,0,0,0,0,0,0,0,0,0,0,0,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Rozšiřující studium chemie – rozšíření o další předmět,Ostravská univerzita,Přírodovědecká fakulta,30 000 Kč,Ostrava,6,0,0,K,1,0,https://www.osu.cz/celozivotni-vzdelavani/?idkurz=518,,0,0,0,0,0,0,0,0,0,0,0,0,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Rozšiřující studium infomatiky - rozšíření o jiný druh nebo stupeň školy,Ostravská univerzita,Přírodovědecká fakulta,15 000 Kč,Ostrava,2,0,0,K,1,0,https://www.osu.cz/celozivotni-vzdelavani/?idkurz=358,,0,0,0,0,0,0,0,IKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Rozšiřující studium informatiky – rozšíření o další předmět – distanční forma studia,Ostravská univerzita,Přírodovědecká fakulta,30 000 Kč,Ostrava,4,0,D,0,1,0,https://www.osu.cz/celozivotni-vzdelavani/?idkurz=565,,0,0,0,0,0,0,0,IKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Rozšiřující studium matematiky - rozšíření o další předmět,Ostravská univerzita,Přírodovědecká fakulta,30 000 Kč,Ostrava,4,0,0,K,1,0,https://www.osu.cz/celozivotni-vzdelavani/?idkurz=361,,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,SŠ,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Rozšiřující studium matematiky - rozšíření pro jiný druh nebo stupeň školy,Ostravská univerzita,Přírodovědecká fakulta,15 000 Kč,Ostrava,2,0,0,K,1,0,https://www.osu.cz/celozivotni-vzdelavani/?idkurz=360,,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurz CŽV,,0,0,SŠ,0,0,Učitelství praktického vyučování,Masarykova univerzita,Pedagogická fakulta,31 600 Kč,Brno,4,0,0,K,1,0,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/ucitelstvi-praktickeho-vyucovani,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PV,0,0,0
Kurz CŽV,,0,0,SŠ,0,0,Učitel odborných předmětů na středních školách,Masarykova univerzita,Pedagogická fakulta,23 700 Kč,Brno,3,0,0,K,1,0,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/dps-ucitel-odbornych-predmetu-na-strednich-skolach,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODBP,0,0,0
Ostatní kvalifikace,,1. stupeň ZŠ,0,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),Učitelství anglického jazyka pro 1. st. základní školy,Masarykova univerzita,Pedagogická fakulta,32 000 Kč,Brno,4,0,0,K,1,0,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/ucitelstvi-anglickeho-jazyka-pro-1-st-zakladni-skoly,,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),ZS1 Anglický jazyk pro základní školy,Masarykova univerzita,Pedagogická fakulta,48 000 Kč,Brno,6,0,0,K,1,0,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/zs1-anglicky-jazyk-pro-zakladni-skoly,,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),ZS1 Český jazyk a literatura pro základní školy,Masarykova univerzita,Pedagogická fakulta,28 000 Kč,Brno,4,0,0,K,1,0,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/zs1-cesky-jazyk-a-literatura-pro-zakladni-skoly,,ČJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),ZS1 Matematika pro základní školy,Masarykova univerzita,Pedagogická fakulta,28 000 Kč,Brno,4,0,0,K,1,0,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/zs1-matematika-pro-zakladni-skoly,,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),ZS1 Německý jazyk a literatura pro základní školy,Masarykova univerzita,Pedagogická fakulta,28 000 Kč,Brno,4,0,0,K,1,0,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/zs1-nemecky-jazyk-a-literatura-pro-zakladni-skoly,,0,0,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),ZS1 Výtvarná výchova pro základní školy ,Masarykova univerzita,Pedagogická fakulta,51 000 Kč,Brno,6,0,0,K,1,0,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/zs1-vytvarna-vychova-pro-zakladni-skoly,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),DAP Český jazyk a literatura pro základní školy,Masarykova univerzita,Pedagogická fakulta,35 000 Kč,Brno,5,0,0,K,1,0,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/dap-cesky-jazyk-a-literatura-pro-zakladni-skoly,,ČJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),DAP Fyzika pro základní školy,Masarykova univerzita,Pedagogická fakulta,47 400 Kč,Brno,6,0,0,K,1,0,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/dap-fyzika-pro-zakladni-skoly,,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),DAP Chemie pro základní školy,Masarykova univerzita,Pedagogická fakulta,47 400 Kč,Brno,6,0,0,K,1,0,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/dap-chemie-pro-zakladni-skoly,,0,0,0,0,0,0,0,0,0,0,0,0,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),DAP Německý jazyk a literatura pro základní školy,Masarykova univerzita,Pedagogická fakulta,42 000 Kč,Brno,6,0,0,K,1,0,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/dap-nemecky-jazyk-a-literatura-pro-zakladni-skoly,,0,0,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),DAP Občanská výchova pro základní školy,Masarykova univerzita,Pedagogická fakulta,25 200 Kč,Brno,6,0,0,K,1,0,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/dap-obcanska-vychova-pro-zakladni-skoly,,0,0,0,0,0,0,0,0,0,OV,ZSV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),DAP Přírodopis pro základní školy,Masarykova univerzita,Pedagogická fakulta,39 000 Kč,Brno,6,0,0,K,1,0,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/dap-prirodopis-pro-zakladni-skoly,,0,0,0,0,0,0,0,0,0,0,0,0,0,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostatní kvalifikace,,0,2. stupeň ZŠ,0,0,doplňující studium k rozšíření odborné kvalifikace (DVPP),DAP Výchova ke zdraví pro základní školy,Masarykova univerzita,Pedagogická fakulta,36 000 Kč,Brno,6,0,0,K,1,0,https://www.ped.muni.cz/czv/pro-zajemce-o-czv/programy-czv/dap-vychova-ke-zdravi-pro-zakladni-skoly,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
